pair_id,chr,geneA,startA,endA,strandA,geneB,startB,endB,strandB,distance,species,no. of effective observations,BDP activity,,species,
236,1,AT1G22015,7750994,7753519,-,AT1G22020,7754281,7758029,+,762,arabidopsis,2130,-0.044757842,,,
237,1,AT1G22200,7837563,7840898,-,AT1G22210,7841432,7844056,+,534,arabidopsis,2201,0.174729744,,,
238,1,AT1G22260,7859630,7865263,-,AT1G22270,7865435,7866176,+,172,arabidopsis,18661,-0.018469784,,,
239,1,AT1G22680,8024967,8026356,-,AT1G22690,8027126,8028168,+,770,arabidopsis,10626,-0.079724844,,,
240,1,AT1G22720,8044232,8045665,-,AT1G22730,8046073,8049039,+,408,arabidopsis,1054,0.165148488,,,
241,1,AT1G22810,8074231,8075037,-,AT1G22830,8075996,8079137,+,959,arabidopsis,14508,0.22187206,,,
242,1,AT1G22850,8080482,8082882,-,AT1G22860,8083184,8089273,+,302,arabidopsis,25077,-0.15217192,,,
243,1,AT1G22900,8103612,8104605,-,AT1G22910,8104993,8108361,+,388,arabidopsis,23166,0.157967553,,,
244,1,AT1G23110,8196447,8198331,-,AT1G23120,8198586,8199616,+,255,arabidopsis,12294,0.150844265,,,
245,1,AT1G23280,8260608,8262795,-,AT1G23290,8262925,8263739,+,130,arabidopsis,22984,0.102919745,,,
246,1,AT1G23520,8343424,8344839,-,AT1G23530,8345595,8346733,+,756,arabidopsis,4880,-0.227854034,,,
247,1,AT1G23540,8346827,8350068,-,AT1G23550,8350728,8352791,+,660,arabidopsis,14796,0.151840116,,,
248,1,AT1G23740,8398115,8399836,-,AT1G23750,8400056,8401550,+,220,arabidopsis,23756,-0.098963272,,,
249,1,AT1G23890,8438766,8440866,-,AT1G23900,8441073,8447681,+,207,arabidopsis,23991,0.126383587,,,
250,1,AT1G24040,8503777,8506837,-,AT1G24050,8506968,8508909,+,131,arabidopsis,25332,-0.07744088,,,
251,1,AT1G24070,8516166,8519984,-,AT1G24090,8520443,8523193,+,459,arabidopsis,17139,0.203850017,,,
252,1,AT1G24100,8525334,8527087,-,AT1G24110,8527714,8529018,+,627,arabidopsis,2985,-0.338779252,,,
253,1,AT1G24270,8607851,8608763,-,AT1G24280,8609338,8612580,+,575,arabidopsis,17228,0.181316489,,,
254,1,AT1G24320,8626315,8631027,-,AT1G24330,8631206,8635055,+,179,arabidopsis,13689,-0.249584675,,,
255,1,AT1G24510,8685271,8688247,-,AT1G24520,8688563,8689268,+,316,arabidopsis,10127,-0.153371514,,,
256,1,AT1G25350,8889018,8894306,-,AT1G25360,8894380,8897124,+,74,arabidopsis,24573,0.398586063,,,
257,1,AT1G25410,8914191,8915219,-,AT1G25420,8915915,8918267,+,696,arabidopsis,1728,0.095500593,,,
258,1,AT1G25510,8959087,8961183,-,AT1G25520,8962087,8964564,+,904,arabidopsis,23714,-0.132233881,,,
259,1,AT1G26120,9028376,9032327,-,AT1G26130,9033016,9039099,+,689,arabidopsis,24914,0.433796463,,,
260,1,AT1G26480,9156279,9158093,-,AT1G26500,9158380,9159897,+,287,arabidopsis,2333,-0.020949692,,,
261,1,AT1G26540,9167549,9170953,-,AT1G26550,9171118,9173033,+,165,arabidopsis,21013,-0.131471663,,,
262,1,AT1G26640,9207383,9209902,-,AT1G26650,9210051,9211588,+,149,arabidopsis,25005,0.381987844,,,
263,1,AT1G26740,9244981,9246652,-,AT1G26750,9246857,9248274,+,205,arabidopsis,24886,0.698930157,,,
264,1,AT1G26900,9319643,9321512,-,AT1G26910,9321650,9323028,+,138,arabidopsis,24690,0.379250414,,,
265,1,AT1G27008,9376788,9377491,-,AT1G27020,9378404,9380790,+,913,arabidopsis,2627,-0.089351446,,,
266,1,AT1G27070,9396658,9399500,-,AT1G27080,9400326,9403905,+,826,arabidopsis,7275,-0.173066664,,,
267,1,AT1G27310,9484316,9486002,-,AT1G27320,9486889,9492632,+,887,arabidopsis,25978,-0.393387506,,,
268,1,AT1G27390,9513081,9515050,-,AT1G27400,9515114,9517070,+,64,arabidopsis,26006,0.41074961,,,
269,1,AT1G27440,9528967,9531489,-,AT1G27450,9531809,9534141,+,320,arabidopsis,24648,0.051603504,,,
270,1,AT1G27470,9540049,9544303,-,AT1G27480,9544410,9546285,+,107,arabidopsis,22637,-0.129709301,,,
271,1,AT1G27510,9554710,9558461,-,AT1G27520,9558562,9562485,+,101,arabidopsis,25212,0.443380378,,,
272,1,AT1G27610,9606968,9607996,-,AT1G27620,9608153,9610566,+,157,arabidopsis,6085,0.619255432,,,
273,1,AT1G27700,9639859,9641902,-,AT1G27710,9642472,9643352,+,570,arabidopsis,7739,0.094124497,,,
274,1,AT1G27960,9742137,9745796,-,AT1G27970,9746709,9748467,+,913,arabidopsis,24242,-0.130276549,,,
275,1,AT1G28050,9775522,9778043,-,AT1G28060,9778851,9782907,+,808,arabidopsis,25257,0.297457538,,,
276,1,AT1G28960,10109500,10111738,-,AT1G29000,10112564,10114491,+,826,arabidopsis,9215,0.077581929,,,
277,1,AT1G29250,10223266,10224799,-,AT1G29260,10224815,10226322,+,16,arabidopsis,25555,0.28306084,,,
278,1,AT1G29370,10277748,10283225,-,AT1G29380,10283396,10286164,+,171,arabidopsis,23307,0.149220529,,,
279,1,AT1G29410,10297750,10300073,-,AT1G29418,10300631,10301302,+,558,arabidopsis,22594,0.256750057,,,
280,1,AT1G29430,10302585,10303418,-,AT1G29435,10303890,10305584,+,472,arabidopsis,1507,0.165267789,,,
281,1,AT1G29460,10307352,10308246,-,AT1G29465,10308520,10309896,+,274,arabidopsis,20576,0.476515668,,,
282,1,AT1G29700,10384945,10387441,-,AT1G29710,10387514,10389286,+,73,arabidopsis,24705,0.10514163,,,
283,1,AT1G29810,10435374,10437558,-,AT1G29820,10437657,10440786,+,99,arabidopsis,24178,0.289068084,,,
284,1,AT1G29880,10459457,10462967,-,AT1G29890,10463029,10467452,+,62,arabidopsis,25384,0.32859036,,,
285,1,AT1G30000,10509156,10512558,-,AT1G30010,10513151,10516385,+,593,arabidopsis,24099,0.28970705,,,
286,1,AT1G30120,10584105,10586680,-,AT1G30130,10587471,10590209,+,791,arabidopsis,25431,0.214295514,,,
287,1,AT1G30290,10670129,10672836,-,AT1G30300,10672973,10675455,+,137,arabidopsis,24492,0.288282783,,,
288,1,AT1G30515,10809200,10809939,-,AT1G30520,10810397,10813779,+,458,arabidopsis,20904,-0.120043756,,,
289,1,AT1G30550,10822161,10823903,-,AT1G30560,10824637,10826405,+,734,arabidopsis,7479,0.436632148,,,
290,1,AT1G30630,10858232,10860322,-,AT1G30640,10860619,10865074,+,297,arabidopsis,25110,-0.080404294,,,
291,1,AT1G30880,10993002,10994152,-,AT1G30890,10994243,10996223,+,91,arabidopsis,25487,0.088586301,,,
292,1,AT1G30970,11040250,11043773,-,AT1G30972,11044628,11045466,+,855,arabidopsis,1437,-0.026778795,,,
293,1,AT1G31010,11054731,11056959,-,AT1G31020,11057105,11059037,+,146,arabidopsis,23578,0.407090555,,,
294,1,AT1G31180,11142461,11144717,-,AT1G31190,11144772,11146930,+,55,arabidopsis,24984,0.526036091,,,
295,1,AT1G31410,11246817,11249587,-,AT1G31420,11249600,11253915,+,13,arabidopsis,25297,0.557316438,,,
296,1,AT1G31470,11262918,11264963,-,AT1G31480,11265816,11271701,+,853,arabidopsis,23084,0.546595493,,,
297,1,AT1G31790,11394690,11396018,-,AT1G31800,11396402,11399714,+,384,arabidopsis,24465,0.301710235,,,
298,1,AT1G31835,11422636,11423684,-,AT1G31840,11423906,11426818,+,222,arabidopsis,21230,0.181096613,,,
299,1,AT1G31860,11434060,11436607,-,AT1G31870,11436719,11440275,+,112,arabidopsis,25130,0.086843244,,,
300,1,AT1G31960,11479133,11479654,-,AT1G31970,11479763,11482890,+,109,arabidopsis,1012,-0.116406576,,,
301,1,AT1G32260,11640558,11641889,-,AT1G32270,11642593,11645237,+,704,arabidopsis,8904,0.168726259,,,
302,1,AT1G32470,11739304,11740399,-,AT1G32480,11741083,11741990,+,684,arabidopsis,3198,-0.257006798,,,
303,1,AT1G32550,11771621,11774294,-,AT1G32560,11774484,11775442,+,190,arabidopsis,13780,0.003803277,,,
304,1,AT1G32610,11795609,11797221,-,AT1G32630,11797330,11801359,+,109,arabidopsis,23143,0.093455277,,,
305,1,AT1G33030,11964776,11966320,-,AT1G33040,11966423,11967843,+,103,arabidopsis,17160,-0.340561875,,,
306,1,AT1G33490,12150674,12152460,-,AT1G33500,12152519,12154921,+,59,arabidopsis,11336,-0.057645597,,,
307,1,AT1G33970,12349304,12351318,-,AT1G33980,12351566,12355173,+,248,arabidopsis,25291,0.018539527,,,
308,1,AT1G34760,12743722,12745748,-,AT1G34770,12746405,12748617,+,657,arabidopsis,22359,-0.236104282,,,
309,1,AT1G35240,12927303,12930523,-,AT1G35242,12930980,12931555,+,457,arabidopsis,4367,0.737895129,,,
310,1,AT1G44770,16907537,16909572,-,AT1G44780,16909708,16912270,+,136,arabidopsis,23549,-0.272548695,,,
311,1,AT1G45170,17095980,17098041,-,AT1G45180,17098475,17101954,+,434,arabidopsis,24113,0.173656566,,,
312,1,AT1G47260,17319551,17323484,-,AT1G47265,17324318,17324911,+,834,arabidopsis,6043,-0.012566884,,,
313,1,AT1G47497,17431009,17432401,-,AT1G47500,17432433,17435124,+,32,arabidopsis,2432,-0.362389651,,,
314,1,AT1G47540,17455533,17456186,-,AT1G47550,17456987,17465195,+,801,arabidopsis,3761,0.257335798,,,
315,1,AT1G48120,17773627,17780106,-,AT1G48130,17780429,17781727,+,323,arabidopsis,6411,0.078873766,,,
316,1,AT1G48200,17796764,17798337,-,AT1G48210,17798431,17802330,+,94,arabidopsis,24556,0.337517493,,,
317,1,AT1G48450,17908503,17910523,-,AT1G48460,17910779,17913344,+,256,arabidopsis,25810,0.191854263,,,
318,1,AT1G48550,17950569,17952743,-,AT1G48560,17952854,17955509,+,111,arabidopsis,21340,0.18233527,,,
319,1,AT1G48630,17981636,17983377,-,AT1G48635,17983646,17986292,+,269,arabidopsis,25142,0.116915133,,,
320,1,AT1G48760,18035967,18039405,-,AT1G48770,18040129,18041447,+,724,arabidopsis,24371,0.098509521,,,
321,1,AT1G48830,18059450,18061302,-,AT1G48840,18061356,18065031,+,54,arabidopsis,24925,-0.261674913,,,
322,1,AT1G48940,18105808,18106455,-,AT1G48950,18106860,18110386,+,405,arabidopsis,3433,-0.08676089,,,
323,1,AT1G48953,18110814,18111463,-,AT1G48960,18112458,18113733,+,995,arabidopsis,2986,-0.248254248,,,
324,1,AT1G48970,18113714,18117833,-,AT1G48980,18118017,18120667,+,184,arabidopsis,2359,-0.074273631,,,
325,1,AT1G49290,18232407,18233680,-,AT1G49300,18234679,18237543,+,999,arabidopsis,3676,-0.058064419,,,
326,1,AT1G49810,18439945,18442237,-,AT1G49820,18442882,18445350,+,645,arabidopsis,1097,0.060787068,,,
327,1,AT1G49970,18501570,18504654,-,AT1G49975,18504757,18506184,+,103,arabidopsis,22896,0.558062662,,,
328,1,AT1G50000,18515059,18517290,-,AT1G50010,18517586,18520000,+,296,arabidopsis,23231,-0.053058507,,,
329,1,AT1G50260,18617593,18621957,-,AT1G50270,18622017,18624250,+,60,arabidopsis,24501,0.205397948,,,
330,1,AT1G50390,18666986,18667677,-,AT1G50400,18668010,18670576,+,333,arabidopsis,10039,0.359126348,,,
331,1,AT1G50430,18681932,18685652,-,AT1G50440,18685769,18687907,+,117,arabidopsis,25280,0.341934803,,,
332,1,AT1G50575,18728634,18730498,-,AT1G50580,18730759,18732238,+,261,arabidopsis,15252,-0.051996524,,,
333,1,AT1G50770,18818459,18820503,-,AT1G50780,18821267,18823156,+,764,arabidopsis,4099,0.353240011,,,
334,1,AT1G50890,18862154,18866113,-,AT1G50900,18866197,18867204,+,84,arabidopsis,23390,-0.174337737,,,
335,1,AT1G50910,18866753,18869933,-,AT1G50920,18870059,18872968,+,126,arabidopsis,21601,0.214707632,,,
336,1,AT1G50940,18877812,18880012,-,AT1G50950,18880112,18884326,+,100,arabidopsis,23000,0.306828925,,,
337,1,AT1G51055,18925212,18926315,-,AT1G51060,18926811,18927746,+,496,arabidopsis,10965,0.363674982,,,
338,1,AT1G51570,19122161,19125375,-,AT1G51580,19125583,19128161,+,208,arabidopsis,24690,0.417516764,,,
339,1,AT1G51640,19149761,19152288,-,AT1G51650,19152508,19154051,+,220,arabidopsis,4701,0.09244599,,,
340,1,AT1G51710,19175609,19180195,-,AT1G51720,19180744,19186532,+,549,arabidopsis,25168,0.332214858,,,
341,1,AT1G52220,19453435,19454765,-,AT1G52230,19454798,19455668,+,33,arabidopsis,24377,0.919640597,,,
342,1,AT1G52245,19458612,19459763,-,AT1G52260,19460482,19463477,+,719,arabidopsis,20873,0.26011448,,,
343,1,AT1G52510,19561510,19565272,-,AT1G52520,19565601,19568391,+,329,arabidopsis,24332,-0.08886522,,,
344,1,AT1G52570,19583617,19587531,-,AT1G52580,19587603,19589052,+,72,arabidopsis,10160,0.515080991,,,
345,1,AT1G52590,19589009,19590281,-,AT1G52600,19590434,19592731,+,153,arabidopsis,24687,0.14989356,,,
346,1,AT1G52640,19608709,19610452,-,AT1G52650,19610856,19612417,+,404,arabidopsis,17336,0.188496178,,,
347,1,AT1G52680,19618099,19619026,-,AT1G52690,19619724,19621534,+,698,arabidopsis,2783,-0.036199704,,,
348,1,AT1G52710,19638285,19640512,-,AT1G52720,19640525,19641665,+,13,arabidopsis,23964,0.392499254,,,
349,1,AT1G52790,19662194,19663301,-,AT1G52800,19664023,19665631,+,722,arabidopsis,10399,0.296614763,,,
350,1,AT1G52920,19709275,19711081,-,AT1G52930,19711179,19713308,+,98,arabidopsis,19113,0.072828956,,,
351,1,AT1G52970,19736482,19737083,-,AT1G52980,19737405,19740348,+,322,arabidopsis,1620,-0.03912964,,,
352,1,AT1G53000,19744948,19747804,-,AT1G53010,19747847,19748383,+,43,arabidopsis,2425,-0.02664681,,,
353,1,AT1G53100,19786900,19789150,-,AT1G53110,19790142,19792589,+,992,arabidopsis,17652,0.472674573,,,
354,1,AT1G53200,19840368,19843499,-,AT1G53210,19844450,19847856,+,951,arabidopsis,24807,-0.276570021,,,
355,1,AT1G53240,19854615,19857146,-,AT1G53250,19857351,19859275,+,205,arabidopsis,23376,-0.016506176,,,
356,1,AT1G53520,19976386,19978048,-,AT1G53530,19978101,19980125,+,53,arabidopsis,22709,0.286215998,,,
357,1,AT1G53541,19981385,19981495,-,AT1G53542,19981628,19981813,+,133,arabidopsis,1351,0.298253749,,,
358,1,AT1G53710,20053161,20056396,-,AT1G53720,20056526,20059803,+,130,arabidopsis,24860,0.254860407,,,
359,1,AT1G53790,20079081,20081464,-,AT1G53800,20081644,20084551,+,180,arabidopsis,22749,-0.313667283,,,
360,1,AT1G53935,20142065,20142866,-,AT1G53940,20143144,20144974,+,278,arabidopsis,3819,0.543072794,,,
361,1,AT1G53950,20147503,20148068,-,AT1G53970,20148419,20149749,+,351,arabidopsis,4426,0.56498943,,,
362,1,AT1G54050,20179357,20180566,-,AT1G54060,20180610,20182374,+,44,arabidopsis,23766,0.113617068,,,
363,1,AT1G54100,20194712,20199193,-,AT1G54110,20199310,20201787,+,117,arabidopsis,23866,-0.040856362,,,
364,1,AT1G54140,20213899,20215265,-,AT1G54150,20215395,20217489,+,130,arabidopsis,24855,0.310404803,,,
365,1,AT1G54290,20268474,20270140,-,AT1G54300,20270810,20272106,+,670,arabidopsis,2176,0.090327743,,,
366,1,AT1G54390,20304515,20307110,-,AT1G54400,20307572,20308846,+,462,arabidopsis,14119,0.131868435,,,
367,1,AT1G54510,20358319,20362624,-,AT1G54520,20363393,20366123,+,769,arabidopsis,24719,-0.39024788,,,
368,1,AT1G54690,20414316,20415287,-,AT1G54700,20415898,20416145,+,611,arabidopsis,1002,-0.122878699,,,
369,1,AT1G54840,20452593,20454266,-,AT1G54850,20454389,20456220,+,123,arabidopsis,19697,0.422098734,,,
370,1,AT1G54860,20457257,20458631,-,AT1G54870,20458952,20460647,+,321,arabidopsis,4855,0.755574297,,,
371,1,AT1G55080,20552905,20554272,-,AT1G55090,20554352,20558529,+,80,arabidopsis,24572,-0.02708789,,,
372,1,AT1G55140,20572405,20574382,-,AT1G55150,20574474,20577351,+,92,arabidopsis,23940,0.116785398,,,
373,1,AT1G55180,20585008,20587723,-,AT1G55190,20588397,20589199,+,674,arabidopsis,23350,0.035975811,,,
374,1,AT1G55300,20627907,20629692,-,AT1G55310,20629698,20633007,+,6,arabidopsis,24753,0.113046364,,,
375,1,AT1G55450,20704915,20707071,-,AT1G55460,20707307,20709027,+,236,arabidopsis,25334,-0.125813134,,,
376,1,AT1G55490,20715563,20719261,-,AT1G55500,20719473,20722856,+,212,arabidopsis,25521,0.082339379,,,
377,1,AT1G55630,20791635,20793581,-,AT1G55640,20793720,20794577,+,139,arabidopsis,7881,-0.126596204,,,
378,1,AT1G55750,20840091,20845899,-,AT1G55755,20846115,20847732,+,216,arabidopsis,12911,-0.152605114,,,
379,1,AT1G55865,20893943,20895393,-,AT1G55870,20895582,20898868,+,189,arabidopsis,19930,0.306685846,,,
380,1,AT1G56040,20960356,20961870,-,AT1G56045,20962570,20963546,+,700,arabidopsis,1292,0.331084195,,,
381,1,AT1G56080,20974161,20976372,-,AT1G56085,20976515,20977561,+,143,arabidopsis,1554,0.034124395,,,
382,1,AT1G56180,21024486,21028066,-,AT1G56190,21028137,21030684,+,71,arabidopsis,25289,0.112858058,,,
383,1,AT1G56280,21072855,21074877,-,AT1G56290,21075262,21078797,+,385,arabidopsis,24492,-0.446158201,,,
384,1,AT1G56345,21092993,21094518,-,AT1G56350,21094743,21098047,+,225,arabidopsis,23420,0.443420577,,,
385,1,AT1G58180,21537577,21540038,-,AT1G58190,21540584,21548119,+,546,arabidopsis,20958,0.324689764,,,
386,1,AT1G58200,21548140,21553266,-,AT1G58210,21553537,21554778,+,271,arabidopsis,25406,0.181072896,,,
387,1,AT1G59960,22071217,22073267,-,AT1G59970,22073352,22074931,+,85,arabidopsis,24675,0.445168998,,,
388,1,AT1G60080,22152230,22154643,-,AT1G60090,22155559,22158272,+,916,arabidopsis,3328,0.116843443,,,
389,1,AT1G60560,22308478,22311377,-,AT1G60570,22311836,22312981,+,459,arabidopsis,3089,-0.01923309,,,
390,1,AT1G60610,22327792,22330318,-,AT1G60620,22330894,22333568,+,576,arabidopsis,23680,0.388926322,,,
391,1,AT1G60640,22337253,22339736,-,AT1G60650,22339809,22342337,+,73,arabidopsis,24764,0.303196443,,,
392,1,AT1G60660,22342290,22343269,-,AT1G60670,22343585,22347624,+,316,arabidopsis,24928,-0.012817033,,,
393,1,AT1G60730,22357976,22360277,-,AT1G60740,22360977,22362003,+,700,arabidopsis,14773,0.113171446,,,
394,1,AT1G61010,22474267,22477765,-,AT1G61030,22477896,22482451,+,131,arabidopsis,24918,0.511306893,,,
395,1,AT1G61200,22562811,22563577,-,AT1G61210,22564359,22572029,+,782,arabidopsis,1385,-0.295531543,,,
396,1,AT1G61310,22612998,22616373,-,AT1G61320,22617370,22619853,+,997,arabidopsis,4086,-0.241677268,,,
397,1,AT1G61410,22658552,22659552,-,AT1G61415,22659661,22660967,+,109,arabidopsis,17898,0.359332161,,,
398,1,AT1G61460,22674268,22677188,-,AT1G61470,22678092,22679302,+,904,arabidopsis,21626,0.426748237,,,
399,1,AT1G61570,22718462,22719535,-,AT1G61575,22719765,22720575,+,230,arabidopsis,5125,0.102730282,,,
400,1,AT1G61690,22782427,22786942,-,AT1G61700,22787012,22788380,+,70,arabidopsis,2065,-0.150942359,,,
401,1,AT1G61780,22812573,22814162,-,AT1G61790,22814216,22816688,+,54,arabidopsis,25688,0.375854478,,,
402,1,AT1G62340,23051002,23055672,-,AT1G62350,23056386,23058114,+,714,arabidopsis,1021,0.03928679,,,
403,1,AT1G62490,23129872,23131533,-,AT1G62500,23131928,23133507,+,395,arabidopsis,12994,0.161686141,,,
404,1,AT1G62590,23176930,23179248,-,AT1G62600,23179461,23181519,+,213,arabidopsis,24224,0.186693646,,,
405,1,AT1G62710,23223874,23226983,-,AT1G62720,23227532,23229150,+,549,arabidopsis,22466,0.137927318,,,
406,1,AT1G62730,23229059,23230818,-,AT1G62740,23230922,23233543,+,104,arabidopsis,24656,0.308130254,,,
407,1,AT1G62780,23249145,23251195,-,AT1G62790,23252140,23253743,+,945,arabidopsis,24511,-0.257513739,,,
408,1,AT1G62915,23303241,23304287,-,AT1G62920,23304313,23306374,+,26,arabidopsis,16268,0.380537597,,,
409,1,AT1G63320,23488884,23489578,-,AT1G63330,23489805,23491981,+,227,arabidopsis,5882,0.339600195,,,
410,1,AT1G63390,23506461,23506967,-,AT1G63400,23507178,23509484,+,211,arabidopsis,23538,-0.022004808,,,
411,1,AT1G63522,23562201,23562659,-,AT1G63530,23563315,23565586,+,656,arabidopsis,2082,-0.23388075,,,
412,1,AT1G63820,23682278,23684373,-,AT1G63830,23685093,23687374,+,720,arabidopsis,18561,0.015611921,,,
413,1,AT1G63880,23712216,23716206,-,AT1G63900,23716643,23719337,+,437,arabidopsis,22250,0.344572927,,,
414,1,AT1G63970,23738673,23740384,-,AT1G63980,23740493,23743302,+,109,arabidopsis,25612,0.142123389,,,
415,1,AT1G64200,23828284,23830100,-,AT1G64210,23830688,23832863,+,588,arabidopsis,16931,0.410990738,,,
416,1,AT1G64220,23833088,23833393,-,AT1G64230,23833485,23835539,+,92,arabidopsis,23753,-0.05363951,,,
417,1,AT1G64583,23986890,23988812,-,AT1G64584,23989052,23989425,+,240,arabidopsis,7149,0.13904531,,,
418,1,AT1G64760,24054051,24056491,-,AT1G64770,24057063,24059621,+,572,arabidopsis,22730,-0.037577969,,,
419,1,AT1G64830,24091137,24092579,-,AT1G64840,24093496,24095485,+,917,arabidopsis,1743,-0.042178885,,,
420,1,AT1G64850,24096290,24097733,-,AT1G64860,24097736,24100970,+,3,arabidopsis,25293,0.341733076,,,
421,1,AT1G64990,24139851,24146281,-,AT1G65000,24146925,24148801,+,644,arabidopsis,24586,0.281434669,,,
422,1,AT1G65020,24154344,24156616,-,AT1G65030,24156672,24158675,+,56,arabidopsis,24817,0.345615274,,,
423,1,AT1G65070,24172577,24176356,-,AT1G65080,24176563,24180871,+,207,arabidopsis,22774,0.364378079,,,
424,1,AT1G65130,24196345,24201346,-,AT1G65140,24201488,24203226,+,142,arabidopsis,2368,0.610954412,,,
425,1,AT1G65240,24230867,24233523,-,AT1G65250,24234280,24235912,+,757,arabidopsis,17104,0.252793948,,,
426,1,AT1G65290,24248727,24250436,-,AT1G65295,24251373,24252940,+,937,arabidopsis,25378,0.30260623,,,
427,1,AT1G65370,24284469,24286347,-,AT1G65380,24286742,24289329,+,395,arabidopsis,23653,0.139033601,,,
428,1,AT1G65481,24340736,24341919,-,AT1G65483,24342483,24344158,+,564,arabidopsis,6920,0.479288341,,,
429,1,AT1G65845,24493011,24493923,-,AT1G65850,24494678,24498826,+,755,arabidopsis,14809,0.502249994,,,
430,1,AT1G65860,24498954,24502776,-,AT1G65870,24503315,24504390,+,539,arabidopsis,19207,0.453529798,,,
431,1,AT1G65950,24546682,24551144,-,AT1G65960,24551807,24557730,+,663,arabidopsis,24121,-0.100220598,,,
432,1,AT1G65990,24571603,24573471,-,AT1G66000,24574344,24575438,+,873,arabidopsis,1365,0.611019103,,,
433,1,AT1G66080,24599939,24601308,-,AT1G66090,24602033,24604763,+,725,arabidopsis,21220,0.11149312,,,
434,1,AT1G66500,24811080,24812661,-,AT1G66510,24812793,24816620,+,132,arabidopsis,23968,0.22303037,,,
435,1,AT1G66810,24927246,24929054,-,AT1G66820,24929887,24930627,+,833,arabidopsis,19158,-0.008033943,,,
436,1,AT1G66840,24933777,24936512,-,AT1G66850,24936876,24937434,+,364,arabidopsis,2890,-0.059339507,,,
437,1,AT1G67160,25124819,25127098,-,AT1G67170,25127173,25129464,+,75,arabidopsis,2648,-0.150175447,,,
438,1,AT1G67325,25209394,25213253,-,AT1G67330,25213852,25215174,+,599,arabidopsis,11059,-0.011247588,,,
439,1,AT1G67370,25239117,25243837,-,AT1G67390,25244690,25247343,+,853,arabidopsis,1408,0.163658056,,,
440,1,AT1G67440,25263757,25265861,-,AT1G67450,25266163,25267359,+,302,arabidopsis,1151,-0.164393758,,,
441,1,AT1G67460,25269428,25271904,-,AT1G67470,25272122,25273860,+,218,arabidopsis,17934,0.24797756,,,
442,1,AT1G67540,25311242,25312482,-,AT1G67550,25312660,25317495,+,178,arabidopsis,5920,-0.40647736,,,
443,1,AT1G67630,25344440,25348406,-,AT1G67635,25349342,25350384,+,936,arabidopsis,3708,-0.175810645,,,
444,1,AT1G67680,25365756,25368834,-,AT1G67690,25368874,25373977,+,40,arabidopsis,23442,0.321505074,,,
445,1,AT1G67775,25411312,25411696,-,AT1G67780,25412666,25415797,+,970,arabidopsis,1091,-0.053115152,,,
